name,province,city,date,letter,gifts
Anthony,Saskatchewan,Prince Albert,2024-12-05,"Dear Santa Claus,

It’s Anthony here from Prince Albert, Saskatchewan! I hope you and the reindeer are doing great.
This year, I’ve been really good, and I’d be super excited to get a customizable neon sign.
And if it’s okay, I’d also love a Teenage Mutant Ninja Turtles Figures to make the holidays even more special.

Thanks so much, Santa!
Love,
Anthony
","customizable neon sign, Teenage Mutant Ninja Turtles Figures"
Steven,Nunavut,Iqaluit,2024-11-24,"Dear S-Claus,

It's your pal Steven from Iqaluit, Nunavut. I've been working on my nice game all year.
I'm really hoping for a eco-friendly reusable notebook this Christmas. And hey, if you're in a giving mood, a smart water bottle would be awesome too!

Thanks for being you!
Steven
","eco-friendly reusable notebook, smart water bottle"
Suzanne,Alberta,Lethbridge,2024-12-11,"Hello Santa,

My name is Suzanne, and I come from Lethbridge, Alberta.
This year, I’ve tried to spread kindness and be the best I can be. For Christmas, I would 
be delighted to unwrap a eco-friendly reusable notebook. And if it’s possible, I’d also really appreciate a The Clearly Impossible Puzzle.

Thanks for making Christmas magical!
With gratitude,
Suzanne
","eco-friendly reusable notebook, The Clearly Impossible Puzzle"
Rebecca,Northwest Territories,Yellowknife,2024-12-01,"Santa, my dude!

Rebecca here, repping Yellowknife, Northwest Territories. I've been good(ish) this year, promise!
I'm crossing my fingers for a multi-tool pocket knife. And if you're feeling extra magical, a Live Christmas Tree (Norfolk Island Pine) would make my year!

You rock, Santa!
Rebecca
","multi-tool pocket knife, Live Christmas Tree (Norfolk Island Pine)"
Shawn,Yukon,Watson Lake,2024-11-17,"Hello Santa,

My name is Shawn, and I come from Watson Lake, Yukon.
This year, I’ve tried to spread kindness and be the best I can be. For Christmas, I would 
be delighted to unwrap a LEGO Star Wars Set. And if it’s possible, I’d also really appreciate a Ceramic Piggybank Nursery Keepsake.

Thanks for making Christmas magical!
With gratitude,
Shawn
","LEGO Star Wars Set, Ceramic Piggybank Nursery Keepsake"
Claudia,New Brunswick,Moncton,2024-12-12,"Dear Santa Claus,

It’s Claudia here from Moncton, New Brunswick! I hope you and the reindeer are doing great.
This year, I’ve been really good, and I’d be super excited to get a Barbie Dreamhouse.
And if it’s okay, I’d also love a LEGO Batman Mech Armor to make the holidays even more special.

Thanks so much, Santa!
Love,
Claudia
","Barbie Dreamhouse, LEGO Batman Mech Armor"
Lauren,Manitoba,Winnipeg,2024-11-09,"Dear Santa Claus,

Hello! My name is Lauren, and I live in Winnipeg, Manitoba.
I’ve been very kind and helpful this year. For Christmas, I would really like a smart fitness tracker.
It would also make me so happy to have a wireless charging pad if you can manage it.

Thank you so much, Santa!
Yours truly,
Lauren
","smart fitness tracker, wireless charging pad"
James,Nova Scotia,Sydney,2024-11-12,"Dear Santa Claus,

Hello! My name is James, and I live in Sydney, Nova Scotia.
I’ve been very kind and helpful this year. For Christmas, I would really like a portable karaoke microphone.
It would also make me so happy to have a smartphone tripod if you can manage it.

Thank you so much, Santa!
Yours truly,
James
","portable karaoke microphone, smartphone tripod"
Ashley,Northwest Territories,Yellowknife,2024-11-15,"Dear Santa Claus,

Ashley here from Yellowknife, Northwest Territories. I've been working hard on being good this year.
I'm really excited about the possibility of getting a desktop bonsai tree kit. And if it's not too much to ask, a Our Generation Siberian Husky Plush would be incredible!

Thanks for spreading joy!
Ashley
","desktop bonsai tree kit, Our Generation Siberian Husky Plush"
Patrick,Nunavut,Cambridge Bay,2024-11-28,"Hi there, Santa!

It's Patrick from Cambridge Bay, Nunavut. I've been trying my best to stay on the nice list.
I'm really wishing for a 3D printing pen this year. And if it's not too much, a Funko POP! Figures (NBA, MLB, Marvel) would be amazing too!

Thanks for all you do!
Patrick
","3D printing pen, Funko POP! Figures (NBA, MLB, Marvel)"
Logan,Nova Scotia,Sydney,2024-11-02,"Hi there, Santa!

It's Logan from Sydney, Nova Scotia. I've been trying my best to stay on the nice list.
I'm really wishing for a smart water bottle this year. And if it's not too much, a foldable travel backpack would be amazing too!

Thanks for all you do!
Logan
","smart water bottle, foldable travel backpack"
Nathan,Northwest Territories,Hay River,2024-11-06,"Hello Santa,

My name is Nathan, and I come from Hay River, Northwest Territories.
This year, I’ve tried to spread kindness and be the best I can be. For Christmas, I would 
be delighted to unwrap a virtual pet robot. And if it’s possible, I’d also really appreciate a virtual reality headset.

Thanks for making Christmas magical!
With gratitude,
Nathan
","virtual pet robot, virtual reality headset"
Richard,Northwest Territories,Hay River,2024-12-10,"Yo Santa!

Richard checking in from Hay River, Northwest Territories. This year's been wild, but I've kept it cool. 
I'm hyped about maybe getting a Squishmallows (Hello Kitty, Piplup, Adopt Me! Queen Bee). And, if you're feeling extra jolly, a mini drone would blow my mind!

Stay frosty!
Richard
","Squishmallows (Hello Kitty, Piplup, Adopt Me! Queen Bee), mini drone"
Katie,Prince Edward Island,Summerside,2024-12-08,"Santa, my main man!

Katie here, chillin' in Summerside, Prince Edward Island. I've been keeping it real and staying good.
I'm dreaming of unwrapping a customized photo puzzle on Christmas morning. And if you're feeling generous, a video game would be the cherry on top!

You're the GOAT, Santa!
Katie
","customized photo puzzle, video game"
Thomas,Yukon,Dawson City,2024-11-03,"Dear S-Claus,

It's your pal Thomas from Dawson City, Yukon. I've been working on my nice game all year.
I'm really hoping for a scratch-off world map this Christmas. And hey, if you're in a giving mood, a Minnie Mouse Hat and Mittens would be awesome too!

Thanks for being you!
Thomas
","scratch-off world map, Minnie Mouse Hat and Mittens"
Russell,New Brunswick,Moncton,2024-11-09,"Dear Santa Claus,

Hello! My name is Russell, and I live in Moncton, New Brunswick.
I’ve been very kind and helpful this year. For Christmas, I would really like a LEGO Batman Mech Armor.
It would also make me so happy to have a virtual reality headset if you can manage it.

Thank you so much, Santa!
Yours truly,
Russell
","LEGO Batman Mech Armor, virtual reality headset"
Anthony,Quebec,Laval,2024-12-24,"Dear S-Claus,

It's your pal Anthony from Laval, Quebec. I've been working on my nice game all year.
I'm really hoping for a Electric Candle Lighter this Christmas. And hey, if you're in a giving mood, a Our Generation Siberian Husky Plush would be awesome too!

Thanks for being you!
Anthony
","Electric Candle Lighter, Our Generation Siberian Husky Plush"
Debra,Nova Scotia,Halifax,2024-11-18,"Hello Santa,

My name is Debra, and I come from Halifax, Nova Scotia.
This year, I’ve tried to spread kindness and be the best I can be. For Christmas, I would 
be delighted to unwrap a programmable LED message board. And if it’s possible, I’d also really appreciate a Samsung Galaxy Tab A9+.

Thanks for making Christmas magical!
With gratitude,
Debra
","programmable LED message board, Samsung Galaxy Tab A9+"
Henry,British Columbia,Vancouver,2024-11-29,"Hello Santa,

My name is Henry, and I come from Vancouver, British Columbia.
This year, I’ve tried to spread kindness and be the best I can be. For Christmas, I would 
be delighted to unwrap a portable bluetooth speaker. And if it’s possible, I’d also really appreciate a Surprise Toy Bath Bombs.

Thanks for making Christmas magical!
With gratitude,
Henry
","portable bluetooth speaker, Surprise Toy Bath Bombs"
Kristen,Alberta,Calgary,2024-12-21,"Hello Santa,

My name is Kristen, and I come from Calgary, Alberta.
This year, I’ve tried to spread kindness and be the best I can be. For Christmas, I would 
be delighted to unwrap a portable campfire. And if it’s possible, I’d also really appreciate a ElectroCubes Nightlight Building Set.

Thanks for making Christmas magical!
With gratitude,
Kristen
","portable campfire, ElectroCubes Nightlight Building Set"
Beverly,Newfoundland and Labrador,Gander,2024-12-06,"To Santa Claus,

My name is Beverly, and I live in Gander, Newfoundland and Labrador.
This year, I’ve worked really hard to stay on the 'nice' list. For Christmas, I would be so happy 
to receive a Teenage Mutant Ninja Turtles Figures. And if it’s not too much to ask, I would love a LEGO Sets as well.

Thank you so much, Santa!
Warm regards,
Beverly
","Teenage Mutant Ninja Turtles Figures, LEGO Sets"
Veronica,Alberta,Red Deer,2024-12-09,"Yo Santa!

Veronica checking in from Red Deer, Alberta. This year's been wild, but I've kept it cool. 
I'm hyped about maybe getting a Ceramic Piggybank Nursery Keepsake. And, if you're feeling extra jolly, a Surprise Toy Bath Bombs would blow my mind!

Stay frosty!
Veronica
","Ceramic Piggybank Nursery Keepsake, Surprise Toy Bath Bombs"
Diana,Nunavut,Rankin Inlet,2024-12-11,"Santa, my main man!

Diana here, chillin' in Rankin Inlet, Nunavut. I've been keeping it real and staying good.
I'm dreaming of unwrapping a skateboard on Christmas morning. And if you're feeling generous, a Apple iPad Air would be the cherry on top!

You're the GOAT, Santa!
Diana
","skateboard, Apple iPad Air"
Kristin,Nunavut,Iqaluit,2024-11-17,"Yo Santa!

Kristin checking in from Iqaluit, Nunavut. This year's been wild, but I've kept it cool. 
I'm hyped about maybe getting a teddy bear. And, if you're feeling extra jolly, a Funko POP! Figures (NBA, MLB, Marvel) would blow my mind!

Stay frosty!
Kristin
","teddy bear, Funko POP! Figures (NBA, MLB, Marvel)"
Erin,Yukon,Watson Lake,2024-12-20,"Hi there, Santa!

It's Erin from Watson Lake, Yukon. I've been trying my best to stay on the nice list.
I'm really wishing for a skateboard this year. And if it's not too much, a LEGO Star Wars Set would be amazing too!

Thanks for all you do!
Erin
","skateboard, LEGO Star Wars Set"
Jamie,Yukon,Dawson City,2024-11-28,"Hi there, Santa!

It's Jamie from Dawson City, Yukon. I've been trying my best to stay on the nice list.
I'm really wishing for a Funko POP! Figures (NBA, MLB, Marvel) this year. And if it's not too much, a Rainbow Loom Charm Bracelet Kit would be amazing too!

Thanks for all you do!
Jamie
","Funko POP! Figures (NBA, MLB, Marvel), Rainbow Loom Charm Bracelet Kit"
Joseph,New Brunswick,Fredericton,2024-12-16,"Dear Santa,

I hope this letter finds you well. My name is Joseph, and I live in Fredericton, New Brunswick. 
This year, I've been on my best behavior. For Christmas, I would really love a bicycle. 
If you can, I would also be thrilled to receive a portable karaoke microphone.

Thank you for all the joy you bring!
Sincerely,
Joseph
","bicycle, portable karaoke microphone"
Amber,Alberta,Calgary,2024-11-04,"Santa, my dude!

Amber here, repping Calgary, Alberta. I've been good(ish) this year, promise!
I'm crossing my fingers for a toy car. And if you're feeling extra magical, a wireless gaming mouse would make my year!

You rock, Santa!
Amber
","toy car, wireless gaming mouse"
Chad,British Columbia,Vancouver,2024-12-09,"Dear Santa Claus,

Chad here from Vancouver, British Columbia. I've been working hard on being good this year.
I'm really excited about the possibility of getting a mini waffle maker. And if it's not too much to ask, a LEGO Sets would be incredible!

Thanks for spreading joy!
Chad
","mini waffle maker, LEGO Sets"
Matthew,Nunavut,Rankin Inlet,2024-11-25,"Dear Santa Claus,

Hello! My name is Matthew, and I live in Rankin Inlet, Nunavut.
I’ve been very kind and helpful this year. For Christmas, I would really like a smart home assistant.
It would also make me so happy to have a magnetic levitating globe if you can manage it.

Thank you so much, Santa!
Yours truly,
Matthew
","smart home assistant, magnetic levitating globe"
Anita,Yukon,Dawson City,2024-11-03,"Santa, my main man!

Anita here, chillin' in Dawson City, Yukon. I've been keeping it real and staying good.
I'm dreaming of unwrapping a Amazon Fire HD 10 Kids Pro on Christmas morning. And if you're feeling generous, a portable bluetooth speaker would be the cherry on top!

You're the GOAT, Santa!
Anita
","Amazon Fire HD 10 Kids Pro, portable bluetooth speaker"
Abigail,Newfoundland and Labrador,Corner Brook,2024-11-25,"Dear Santa Claus,

Abigail here from Corner Brook, Newfoundland and Labrador. I've been working hard on being good this year.
I'm really excited about the possibility of getting a Funko POP! Figures (NBA, MLB, Marvel). And if it's not too much to ask, a Barbie Dreamhouse would be incredible!

Thanks for spreading joy!
Abigail
","Funko POP! Figures (NBA, MLB, Marvel), Barbie Dreamhouse"
Thomas,Nova Scotia,Dartmouth,2024-12-13,"Hey Santa!

What's up? It's Thomas here from Dartmouth, Nova Scotia. I've been crushing it this year - no coal for me, right? 😉
I'm dreaming of a solar-powered phone charger under the tree. Oh, and if you've got room in that sleigh, a electric scooter would be epic too!

You're the best, big guy!
Thomas
","solar-powered phone charger, electric scooter"
